StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Lon,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
2,NSW,Banks,103,1,Allawah,Current,P J Ferry Hall,cnr Bellevue Pde & Blakesley Rd,,,ALLAWAH,NSW,2218,31,P J Ferry Hall,cnr Bellevue Pde & Blakesley Rd,ALLAWAH,,,Blakesley Rd Bellevue Pde,-33.9767897,151.1148974,1361509,Assisted,1574,157,4,2
2,NSW,Banks,103,1,Allawah South,Current,St Raphael's Church Hall,84 George St,,,SOUTH HURSTVILLE,NSW,2221,67,St Raphael's Church Hall,84 George St,SOUTH HURSTVILLE,,,Russell La George St,-33.9756,151.111,1361510,Assisted,1019,68,3,1
2,NSW,Banks,103,1,Beverly Hills North (Banks),Current,Beverly Hills North Public School,cnr Shorter Ave & King Georges Rd,,,BEVERLY HILLS,NSW,2209,56500,Beverly Hills North Public School,cnr Shorter Ave & King Georges Rd,BEVERLY HILLS,,,Entrance:Shorter Ave,-33.9413,151.075,1350302,Assisted,393,0,0,1
2,NSW,Banks,103,1,Beverly Hills South,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Beverly Hills South (Banks),Appointment,Beverly Hills Public School,cnr Stoney Creek & King Georges Rds,,,BEVERLY HILLS,NSW,2209,79612,Public School,cnr Stoney Creek & King Georges Rds,BEVERLY HILLS,,,King Georges Rd,-33.9528,151.085,1360804,Full,676,0,2,0
2,NSW,Banks,103,1,Blakehurst North,Current,Blakehurst High School,270A Woniora Rd,,,BLAKEHURST,NSW,2221,46,High School,270A Woniora Rd,BLAKEHURST,,,Woniora Rd,-33.9814,151.113,1361602,Assisted,559,309,2,3
2,NSW,Banks,103,1,Blakehurst South,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Carlton South (Banks),Current,Carlton South Public School,Jubilee Avenue,,,CARLTON,NSW,2218,56472,Public School,Jubilee Avenue,CARLTON,,Jubilee Ave & Ecole St,,-33.9727,151.128,1361703,Assisted,1562,283,4,3
2,NSW,Banks,103,1,Carlton West,Current,St Cuthbert's Church Hall,34 Park Rd,,,CARLTON,NSW,2218,65,St Cuthbert's Church Hall,34 Park Rd,CARLTON,,,Park Rd,-33.9763447,151.1206652,1361704,Assisted,1314,281,3,3
2,NSW,Banks,103,1,Connells Point,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Connells Point (Banks),Appointment,Connells Point Public School,Riverview Ave,,,CONNELLS POINT,NSW,2221,42,Public School,Riverview Ave,CONNELLS POINT,,,Riverview Ave,-33.9855,151.1,1361410,Assisted,2064,172,5,2
2,NSW,Banks,103,1,East Hills,Appointment,1st East Hills Scout Hall,629 Henry Lawson Dr,,,EAST HILLS,NSW,2213,2,1st East Hills Scout Hall,629 Henry Lawson Dr,EAST HILLS,,,"Entrance to grounds: MacLaurin Ave,East Hills.",-33.9611817,150.982054,1342301,None,1385,164,3,2
2,NSW,Banks,103,1,Hurstville,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Hurstville (Banks),Appointment,Hurstville Senior Citizens Centre,91 Queens Rd,,,HURSTVILLE,NSW,2220,79613,Senior Citizens Centre,91 Queens Rd,HURSTVILLE,,,Queens Rd,-33.9642,151.102,1360709,Full,458,0,0,1
2,NSW,Banks,103,1,Hurstville East,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Hurstville East (Banks),Appointment,Hurstville Public School,Forest Rd,,,HURSTVILLE,NSW,2220,79614,Public School,Forest Rd,HURSTVILLE,,,Forest Rd Orange St,-33.9641,151.111,1360704,Assisted,301,0,0,1
2,NSW,Banks,103,1,Hurstville Grove,Current,Hurstville Grove Infants School,81 Lansdowne St,,,PENSHURST,NSW,2222,45,Hurstville Grove Infants School,81 Lansdowne St,PENSHURST,,,,-33.9729154,151.0909386,1361206,Assisted,2224,125,5,2
2,NSW,Banks,103,1,Hurstville North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Hurstville South,Current,Hurstville South Public School,Maher St,,,HURSTVILLE,NSW,2220,43,Hurstville South Public School,Maher St,HURSTVILLE,,,Maher St,-33.9726,151.099,1361214,Assisted,1092,79,3,1
2,NSW,Banks,103,1,Lugarno,Current,Lugarno Public School,Old Forest Rd,,,LUGARNO,NSW,2210,4,Public School,Old Forest Rd,LUGARNO,,,Old Forest Rd,-33.985015,151.0454806,1361106,Assisted,3080,98,7,1
2,NSW,Banks,103,1,Mortdale Central,Current,Mortdale Pensioners Welfare Club,76 Pitt St,,,MORTDALE,NSW,2223,55,Pensioners Welfare Club,76 Pitt St,MORTDALE,,,Pitt St,-33.9729046,151.0773353,1360910,Assisted,2145,138,5,2
2,NSW,Banks,103,1,Mortdale East,Current,Mortdale Public School,Coleborne Ave,,,MORTDALE,NSW,2223,56,Public School,Coleborne Ave,MORTDALE,,,Coleborne Ave,-33.9727,151.081,1361302,Assisted,1533,118,4,2
2,NSW,Banks,103,1,Mortdale Heights,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Mortdale West,Current,Penshurst West Public School,Scott St,,,MORTDALE,NSW,2223,5,Penshurst West Public School,Scott St,MORTDALE,,,Scott St,-33.9615619,151.0731878,1360305,Assisted,2198,120,5,2
2,NSW,Banks,103,1,Narwee,Current,Narwee Public School,61-65 Broad Arrow Rd,,,NARWEE,NSW,2209,6,Public School,61-65 Broad Arrow Rd,NARWEE,,,Broad Arrow Rd,-33.9482,151.069,1350304,Assisted,2982,241,6,3
2,NSW,Banks,103,1,Oatley,Current,Oatley Public School,Neville St,,,OATLEY,NSW,2223,58,Public School,Neville St,OATLEY,,,Letitia St,-33.9847,151.081,1361312,Assisted,2963,156,6,2
2,NSW,Banks,103,1,Oatley West,Current,Oatley West Public School,Oatley Park Ave,,,OATLEY,NSW,2223,59,Oatley West Public School,Oatley Park Ave,OATLEY,,,Oatley Park Ave,-33.9796,151.065,1361007,Assisted,2737,104,6,1
2,NSW,Banks,103,1,Padstow,Current,Padstow Park Public School,Segers Ave,,,PADSTOW,NSW,2211,7,Padstow Park Public School,Segers Ave,PADSTOW,,,Faraday Rd,-33.9542,151.031,1342504,Assisted,3169,420,7,4
2,NSW,Banks,103,1,Padstow East,Current,Padstow Senior Citizens Centre,17 Cahors Rd,,,PADSTOW,NSW,2211,8,Senior Citizens Centre,17 Cahors Rd,PADSTOW,,,Cahors Rd,-33.949,151.03,1342106,Assisted,1837,336,4,4
2,NSW,Banks,103,1,Padstow North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Padstow South,Current,Padstow Heights Public School,Chamberlain Rd,,,PADSTOW HEIGHTS,NSW,2211,10,Public School,Chamberlain Rd,PADSTOW HEIGHTS,,,Chamberlain Rd Henry Kendall Ave,-33.9664348,151.0305364,1342607,Assisted,2617,160,6,2
2,NSW,Banks,103,1,Panania,Appointment,Panania Senior Citizens Centre,77 Anderson St,,,PANANIA,NSW,2213,11,Senior Citizens Centre,77 Anderson St,PANANIA,,,Entrance to grounds: Peffer St.,-33.9551,150.999,1342210,Assisted,1107,153,3,2
2,NSW,Banks,103,1,Panania Central,Appointment,2nd Panania Scouts Hall,21 Wilson St,,,PANANIA,NSW,2213,12,2nd Panania Scout Hall,21 Wilson St,PANANIA,,,Entrance to grounds: Wilson St.,-33.9519,150.998,1342209,Assisted,1361,90,3,1
2,NSW,Banks,103,1,Panania North,Appointment,Panania North Public School,202-204 Bransgrove Rd,,,PANANIA,NSW,2213,13,Panania North Public School,202-204 Bransgrove Rd,PANANIA,Hall,,Entrance to grounds: Bransgrove Rd.,-33.9451,150.999,1341811,Assisted,2325,240,5,3
2,NSW,Banks,103,1,Panania South,Appointment,Panania Public School,21a Lawler St,,,PANANIA,NSW,2213,14,Public School Hall,21a Lawler St,PANANIA,,Lambeth St,Entrance to grounds: Lambeth St and Picnic Point Rd.,-33.9661,151,1342310,Assisted,3535,194,8,2
2,NSW,Banks,103,1,Peakhurst East,Current,Peakhurst Public School,Bailey Pde,,,PEAKHURST,NSW,2210,16,Public School,Bailey Pde,PEAKHURST,,,Bailey Pde,-33.9553,151.061,1360107,Assisted,2125,165,5,2
2,NSW,Banks,103,1,Peakhurst South,Current,Peakhurst South Public School,Pindari Rd,,,PEAKHURST HEIGHTS,NSW,2210,17,Peakhurst South Public School,Pindari Rd,PEAKHURST HEIGHTS,,,Pindari Rd,-33.9728147,151.0555257,1361103,Assisted,1805,84,4,1
2,NSW,Banks,103,1,Peakhurst West,Current,Peakhurst West Public School,Ogilvy St,,,PEAKHURST,NSW,2210,18,Peakhurst West Public School,Ogilvy St,PEAKHURST,,,Ogilvy St,-33.9616492,151.0489593,1360203,Assisted,2658,150,6,2
2,NSW,Banks,103,1,Penshurst,Current,Penshurst Public School,Arcadia St,,,PENSHURST,NSW,2222,19,Public School,Arcadia St,PENSHURST,,,Arcadia St,-33.9625909,151.0875342,1360806,Assisted,1595,103,4,1
2,NSW,Banks,103,1,Penshurst Central,Current,Penshurst Girls Campus,2 Austral St,,,PENSHURST,NSW,2222,60,Penshurst Girls Campus,2 Austral St,PENSHURST,,,Austral St,-33.9641,151.087,1360308,Assisted,2304,194,5,2
2,NSW,Banks,103,1,Picnic Point North,Appointment,Picnic Point High School,61 Kennedy St,,,PICNIC POINT,NSW,2213,22,High School Hall,61 Kennedy St,PICNIC POINT,,,Entrance to grounds: Kennedy St.,-33.9649,151.01,1342406,Assisted,2401,121,5,2
2,NSW,Banks,103,1,Punchbowl (Banks),Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Revesby,Appointment,Revesby Y.M.C.A.,184 The River Rd,,,REVESBY,NSW,2212,57281,Revesby Y.M.C.A.,184 The River Rd,REVESBY,,,,-33.9542157,151.0166996,1342501,Assisted,1929,27,4,1
2,NSW,Banks,103,1,Revesby (Banks),Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Revesby North (Banks),Current,Revesby Public School,Victoria St,,,REVESBY,NSW,2212,25,Public School,Victoria St,REVESBY,,,Victoria St,-33.9447,151.017,1342202,Assisted,2757,241,6,3
2,NSW,Banks,103,1,Revesby South,Appointment,Revesby South Public School,Mars St,,,REVESBY,NSW,2212,26,Revesby South Public School,Mars St,REVESBY,Assembly Hall,,Entrance to grounds: The River Rd and Vega St.,-33.9605,151.017,1342510,Assisted,2893,248,6,3
2,NSW,Banks,103,1,Riverwood East,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Riverwood East (Banks),Appointment,Hannans Road Public School,Hannans Rd,,,RIVERWOOD,NSW,2210,3,Hannans Road Public School,Hannans Rd,RIVERWOOD,,,Hannans Rd,-33.9459,151.058,1350210,Assisted,1304,216,3,2
2,NSW,Banks,103,1,Riverwood North,Current,Riverwood Public School,Union St,,,RIVERWOOD,NSW,2210,27,Public School,Union St,RIVERWOOD,,,Union St,-33.9476795,151.047088,1350108,Assisted,1397,203,3,2
2,NSW,Banks,103,1,Riverwood South,Current,St Andrew's Church Hall,9 Littleton St,,,RIVERWOOD,NSW,2210,28,St Andrew's Church Hall,9 Littleton St,RIVERWOOD,,,Littleton St,-33.9524734,151.0532173,1360103,Assisted,1632,137,4,2
2,NSW,Banks,103,1,South Hurstville,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Sydney (Banks),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14011,Town Hall,George St,SYDNEY,,Sydney Town Hall Square,via Town Hall Square,-33.8730501,151.2064528,1400114,Assisted,182,11,0,0
2,NSW,Barton,104,2,Arncliffe,Current,Arncliffe Community Centre Coronation Hall,23 Barden St,,,ARNCLIFFE,NSW,2205,32,Community Centre,23 Barden St,ARNCLIFFE,,,Entrance: Barden Street,-33.938,151.144,1362505,Full,1389,137,3,2
2,NSW,Barton,104,2,Arncliffe Central,Current,Arncliffe Public School,168 Princes Hwy,,,ARNCLIFFE,NSW,2205,34,Public School,168 Princes Hwy,ARNCLIFFE,School Hall,Segenhoe Street,Entrance by Segenhoe Avenue only,-33.9406,151.147,1362607,Assisted,1540,109,4,1
2,NSW,Barton,104,2,Arncliffe West,Current,Athelstane Public School,Athelstane Ave,,,ARNCLIFFE,NSW,2205,2642,Public School,Athelstane Ave,ARNCLIFFE,,,Entrance: Gates in Athelstane Avenue and Wollongong Road,-33.9374,151.138,1362503,None,2949,193,7,2
2,NSW,Barton,104,2,Bardwell Park,Current,Bardwell Park Infants School,4 Crewe La,,,BARDWELL PARK,NSW,2207,2643,Infants School,4 Crewe La,BARDWELL PARK,,,"Gate at 4 Crew Lane, Bardwell  Park NSW 2207. Laneway at Darley Road, Bardwell Park",-33.9338,151.125,1362202,None,1101,57,3,1
2,NSW,Barton,104,2,Beverly Hills,Current,St Bede's Anglican Church Hall,119 Morgan St,,,BEVERLY HILLS,NSW,2209,2645,Church Hall,119 Morgan St,BEVERLY HILLS,,,119 Morgan St Beverly Hills NSW 2209,-33.9492,151.083,1360507,Assisted,1225,165,3,2
2,NSW,Barton,104,2,Beverly Hills Central,Current,Beverly Hills Uniting Church Hall,82 Ponyara Rd,,,BEVERLY HILLS,NSW,2209,2670,Uniting Church Hall,82 Ponyara Rd,BEVERLY HILLS,,,"Door at 82 Ponyara Road, BEVERLY HILLS",-33.947,151.079,1360501,None,1022,277,3,3
2,NSW,Barton,104,2,Beverly Hills South (Barton),Appointment,Beverly Hills Public School,cnr Stoney Creek & King Georges Rds,,,BEVERLY HILLS,NSW,2209,2646,Public School,cnr Stoney Creek & King Georges Rds,BEVERLY HILLS,,,King Georges Rd,-33.9528,151.085,1360804,Full,695,137,2,2
2,NSW,Barton,104,2,Bexley,Current,Bexley Baptist Church,484 Forest Rd,,,BEXLEY,NSW,2207,2647,Baptist Church,484 Forest Rd,BEXLEY,,,"gateway 484 Forest Road, BEXLEY",-33.9515,151.125,1362309,None,2402,151,5,2
2,NSW,Barton,104,2,Bexley Central,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Bexley East,Current,Bexley Public School,330-354 Forest Rd,,,BEXLEY,NSW,2207,2640,Public School,330-354 Forest Rd,BEXLEY,New School Hall,for disabled Albyn St,"Gate in Albyn Street, BEXLEY for Disabled Parking. Gate at 330 Forest Road, BEXLEY Lane at Frederick Street, ROCKDALE",-33.9467,151.128,1362301,Full,1773,132,4,2
2,NSW,Barton,104,2,Bexley North,Current,Bexley North Public School,116 Kingsland Rd,,,BEXLEY NORTH,NSW,2207,2649,Public School,116 Kingsland Rd,BEXLEY NORTH,New School Hall,Disabled Pkg Wilkinson S,"Gate at 116 Kingsland Rd N, BEXLEY NORTH Driveway for disabled at Wilkinson Rd, BEXLEY NORTH Gate at Benjamin Street, BEXLEY NORTH",-33.9407,151.121,1362205,Assisted,1415,84,3,1
2,NSW,Barton,104,2,Bexley South,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Bexley West,Current,Bexley West Uniting Church Hall,80A St Georges Rd,,,BEXLEY,NSW,2207,2650,Uniting Church Hall,80A St Georges Rd,BEXLEY,,,"Doors at 80A St Georges Rd, BEXLEY",-33.9522,151.114,1362009,Full,2497,211,5,2
2,NSW,Barton,104,2,Brighton North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Brighton-Le-Sands,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Brighton-Le-Sands (Barton),Appointment,Brighton-Le-Sands Public School,35 Crawford Rd,,,BRIGHTON-LE-SANDS,NSW,2216,38,Public School,35 Crawford Rd,BRIGHTON-LE-SANDS,,,School gate in Crawford Street,-33.9627,151.148,1362901,Assisted,3291,332,7,4
2,NSW,Barton,104,2,Canterbury South,Appointment,Canterbury South Public School,High St,,,CANTERBURY,NSW,2193,2652,Canterbury South Public School,High St,CANTERBURY,,France St,France St pedestrian gate,-33.9175,151.116,1351303,Assisted,1662,468,4,5
2,NSW,Barton,104,2,Carlton,Current,Carlton Public School,60 Cameron St,,,BEXLEY,NSW,2207,2653,Carlton Public School,60 Cameron St,BEXLEY,,,Cameron Street gate,-33.9624,151.124,1361911,Assisted,3259,237,7,3
2,NSW,Barton,104,2,Carlton South (Barton),Current,Carlton South Public School,Jubilee Avenue,,,CARLTON,NSW,2218,47,Public School,Jubilee Avenue,CARLTON,,Jubilee Ave & Ecole St,,-33.9727,151.128,1361703,Assisted,1045,0,3,0
2,NSW,Barton,104,2,Carss Park,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Clemton Park,Appointment,Clemton Park Public School,185 Bexley Rd,,,EARLWOOD,NSW,2206,2656,Clemton Park Public School,185 Bexley Rd,EARLWOOD,,"Miller St, Kingsgrove","Main Gate on Miller Street, Kingsgrove Front Gate at 185 Bexley Road, Earlwood",-33.92951,151.10897,1351607,Assisted,3506,142,8,2
2,NSW,Barton,104,2,Clemton Park (Barton),Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Earlwood,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Earlwood Central,Current,Our Lady of Lourdes church Hall,St James Ave,,,EARLWOOD,NSW,2206,2660,Our Lady of Lourdes church Hall,St James Ave,EARLWOOD,New School Hall,Lower Gate,gate at St James Avenue. EARLWOOD NSW 2206,-33.9281,151.127,1351801,Assisted,1439,123,3,2
2,NSW,Barton,104,2,Earlwood South,Current,Earlwood Public School,396 Homer St,,,EARLWOOD,NSW,2206,2661,Public School,396 Homer St,EARLWOOD,,,"Gate on 396 Homer Street, EARLWOOD Gate on Richard Avenue, EARLWOOD",-33.9283,151.124,1351704,Assisted,3102,242,7,3
2,NSW,Barton,104,2,Hurlstone Park (Barton),Appointment,St Stephanos Church Hall,650 New Canterbury Rd, ,,HURLSTONE PARK,NSW,2193,79724,St Stephanos Church Hall,650 New Canterbury Rd,HURLSTONE PARK,,,Entrance: New Canterbury Rd,-33.9053,151.131,1351105,None,388,0,0,1
2,NSW,Barton,104,2,Hurstville (Barton),Appointment,Hurstville Senior Citizens Centre,91 Queens Rd,,,HURSTVILLE,NSW,2220,2663,Senior Citizens Centre,91 Queens Rd,HURSTVILLE,,,Queens Rd,-33.9642,151.102,1360709,Full,1652,247,4,3
2,NSW,Barton,104,2,Hurstville East (Barton),Appointment,Hurstville Public School,Forest Rd,,,HURSTVILLE,NSW,2220,2664,Public School,Forest Rd,HURSTVILLE,,,Forest Rd Orange St,-33.9641,151.111,1360704,Assisted,1515,241,4,3
2,NSW,Barton,104,2,Hurstville North,Appointment,Kingsway Scout Hall,Barnards Ave,,,HURSTVILLE,NSW,2220,2665,Kingsway Scout Hall,Barnards Ave,HURSTVILLE,,,Barnards Ave,-33.9544,151.096,1360605,None,2106,173,5,2
2,NSW,Barton,104,2,Kingsgrove,Current,St Thomas'/Sth W Chinese Christian Church Hall,4 Morgan St,,,KINGSGROVE,NSW,2208,2666,St Thomas Church Hall,4 Morgan St,KINGSGROVE,,,"Gate 4 Morgan Street, Kingsgrove",-33.9401,151.103,1360611,Assisted,1187,144,3,2
2,NSW,Barton,104,2,Kingsgrove North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Kingsgrove North (Barton),Appointment,Kingsgrove North High School,2 St Albans Rd,,,KINGSGROVE,NSW,2208,79715,Kingsgrove North High School,2 St Albans Rd,KINGSGROVE,,,"School Gate at 2 St Albans Road School Gate at Richland Road, Kingsgrove",-33.93385,151.09621,1351601,Assisted,447,0,0,1
2,NSW,Barton,104,2,Kingsgrove South,Current,Kingsgrove High School,Kingsgrove Rd,,,KINGSGROVE,NSW,2208,2667,High School,Kingsgrove Rd,KINGSGROVE,,,"School Gate on Kingsgrove Rd, Kingsgrove School Gate on Rayment Ave, Kingsgrove",-33.9494,151.102,1360603,Assisted,1316,277,3,3
2,NSW,Barton,104,2,Kogarah,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Kogarah Bay,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Kogarah Central,Current,Kogarah High School,Gladstone St,,,KOGARAH,NSW,2217,50,High School,Gladstone St,KOGARAH,,,"Gate at Gladstone Street, KOGARAH",-33.9616,151.136,1361802,Assisted,2222,364,5,4
2,NSW,Barton,104,2,Kogarah East,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Kogarah North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Kogarah West,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Kyeemagh,Current,Kyeemagh Public School,Beehag St,,,KYEEMAGH,NSW,2216,51,Public School,Beehag St,KYEEMAGH,,,Beehag Street,-33.9497,151.161,1362603,None,1253,175,3,2
2,NSW,Barton,104,2,Marrickville South,Appointment,Ferncourt Public School,74 Premier St,,,MARRICKVILLE,NSW,2204,1010,Ferncourt Public School,Premier St,MARRICKVILLE,,,Entrance: Premier St,-33.9207,151.152,1420601,Assisted,878,171,2,2
2,NSW,Barton,104,2,Marrickville West,Appointment,Marrickville West Public School,Beauchamp St,,,MARRICKVILLE,NSW,2204,1011,Marrickville West Public School,Beauchamp St,MARRICKVILLE,,,"Entrances: 1 gated entrance from Henson Rd, 1 gated entrance from Beauchamp St & 1 gated entrance from Livingstone Rd.",-33.9144,151.146,1420506,Assisted,2182,362,5,4
2,NSW,Barton,104,2,Mccallums Hill (Barton),Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Monterey,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,North Bexley North,Current,Kingsgrove/Bexley North Community Centre,54A Shaw Street,,,BEXLEY NORTH,NSW,2207,2662,Community Centre,54a Shaw Street,BEXLEY NORTH,,,Gate entrance,-33.9383,151.109,1362101,Assisted,1703,104,4,1
2,NSW,Barton,104,2,North Earlwood,Current,"Church of Christ Hall, Earlwood",6 Burlington Ave,,,EARLWOOD,NSW,2206,2672,Church of Christ Hall,6 Burlington Ave,EARLWOOD,,,"entrance of 6 Burlington Ave, Earlwood",-33.9182,151.123,1351209,None,1889,85,4,1
2,NSW,Barton,104,2,Ramsgate,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Ramsgate Beach,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Rockdale,Current,Rockdale Public School,Lord St,,,ROCKDALE,NSW,2216,62,Public School,Lord St,ROCKDALE,,,"School Gate at Lord Street, Rockdale",-33.9527,151.142,1362406,Assisted,1457,182,3,2
2,NSW,Barton,104,2,Rockdale Central,Current,Rockdale Uniting Church Hall,11 Bay St,,,ROCKDALE,NSW,2216,63,Uniting Church Hall,11 Bay St,ROCKDALE,,,Bay Street Gate,-33.9537,151.139,1362806,None,2503,344,7,4
2,NSW,Barton,104,2,Rockdale Park,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Rockdale West,Current,St Joseph's Parish Centre,Parker Street,,,ROCKDALE,NSW,2216,2671,Parish Centre,Parker Street,ROCKDALE,,Walz St & Parker St,school gates in Parker St and Walz St,-33.9504,151.136,1362407,None,1640,136,4,2
2,NSW,Barton,104,2,Sandringham,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Sans Souci,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Sans Souci North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Sydney (Barton),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14014,Town Hall,George St,SYDNEY,,Sydney Town Hall Square,via Town Hall Square,-33.8730501,151.2064528,1400114,Assisted,225,0,0,0
2,NSW,Barton,104,2,Tempe,Appointment,Tempe High School,Unwins Bridge Rd,,,TEMPE,NSW,2044,1470,High School,Unwins Bridge Rd,TEMPE,,,Entrances: Unwins Bridge Rd & Collins St,-33.919948,151.1610947,1421407,None,1834,254,4,3
2,NSW,Barton,104,2,The Warren,Appointment,Marrickville Uniting Church,388 Illawarra Rd,,,MARRICKVILLE,NSW,2204,1016,Uniting Church Hall,388 Illawarra Rd,MARRICKVILLE,,,Entrance: Illawarra Rd,-33.9154803,151.1503777,1420702,Assisted,1560,244,4,3
2,NSW,Barton,104,2,Turrella,Current,Cairnsfoot Special School,22 Loftus Street,,,TURRELLA,NSW,2205,2641,Cairnsfoot Special School,22 Loftus Street,TURRELLA,,,"School Gate at 22 Loftus Street, Turrella",-33.9319,151.145,1362511,Assisted,1447,100,3,1
2,NSW,Barton,104,2,Undercliffe,Current,Undercliffe Public School,143 Bayview Ave,,,EARLWOOD,NSW,2206,2673,Undercliffe Public School,143 Bayview Ave,EARLWOOD,,,"Gate at 143 Bayvew Avenue, EARLWOOD Gate in Homer Street, EARLWOOD",-33.9244,151.139,1351803,Assisted,1981,136,4,2
2,NSW,Bennelong,105,3,Boronia Park (Bennelong),Current,Boronia Park Public School,Pittwater Rd,,,HUNTERS HILL,NSW,2110,33930,Boronia Park Public School,Pittwater Rd,HUNTERS HILL,,,Pittwater Rd - gate Earl St - Footpath/Driveway,-33.8211705,151.1355456,1381510,Assisted,918,0,2,0
2,NSW,Bennelong,105,3,Carlingford (Bennelong),Current,Carlingford Public School,Rickard St,,,CARLINGFORD,NSW,2118,634,Public School,Rickard St,CARLINGFORD,,,Rickard St - 2 driveways and 5 gates,-33.7800229,151.0553219,1330910,Assisted,1312,130,3,2
2,NSW,Bennelong,105,3,Denistone,Current,Eastwood Baptist Hall,3 First Ave,,,EASTWOOD,NSW,2122,638,Baptist Hall,3 First Ave,EASTWOOD,,,Hall entry Main gate - Rutledge St,-33.79244,151.08353,1380601,Assisted,1237,111,3,2
2,NSW,Bennelong,105,3,Denistone East,Current,Denistone East Public School,Lovell Rd,,,DENISTONE EAST,NSW,2112,639,Public School,Lovell Rd,DENISTONE EAST,,,Lovell Rd - 3 gates Brabyn St - 2 gates,-33.7935,151.097,1380205,Assisted,3366,152,7,2
2,NSW,Bennelong,105,3,Denistone North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bennelong,105,3,Denistone West,Current,Marsden High School,Winbourne St,,,WEST RYDE,NSW,2114,647,Marsden High School,Winbourne St,WEST RYDE,,,Winbourne St - 1 driveway & 1 gate,-33.8036,151.07,1380311,Assisted,1404,81,3,1
2,NSW,Bennelong,105,3,Eastview,Current,Australian Air League Building,Santa Rosa Park,64 Bridge Rd,,RYDE,NSW,2112,79,Australian Air League Building,64 Bridge Rd,RYDE,Building in Santa Rosa Park,,Main Entry Bridge Rd,-33.7943477,151.109308,1380704,None,1369,45,3,1
