StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Lon,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
2,NSW,Blaxland,107,5,Fowler Road (Blaxland),Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Blaxland,107,5,Georges Hall,Current,Georges Hall Public School,Pennington Ave,,,GEORGES HALL,NSW,2198,169,Public School,Pennington Ave,GEORGES HALL,,,Entrance:Pennington Ave - 2 small gates and car park entrance,-33.9120805,150.9925655,1341706,Assisted,2603,143,7,2
2,NSW,Blaxland,107,5,Granville East (Blaxland),Current,Granville East Public School,210 The Trongate,,,SOUTH GRANVILLE,NSW,2142,46624,Granville East Public School,210 The Trongate,SOUTH GRANVILLE,,Blaxcell St,,-33.8481385,151.0106418,1331509,Assisted,374,22,1,-1
2,NSW,Blaxland,107,5,Granville South (Blaxland),Current,Granville South Public School,Cnr Woodville Rd,& Oxford St, ,GUILDFORD,NSW,2161,2380,Granville South Public School,"Cnr Woodville Rd, & Oxford St",GUILDFORD,,,,-33.8488183,150.9961068,1331602,Assisted,266,11,1,-1
2,NSW,Blaxland,107,5,Guildford,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Blaxland,107,5,Guildford East,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Blaxland,107,5,Guildford South,Current,Granville South Creative and Performing Arts High School,53 Rowley St,,,GUILDFORD,NSW,2161,2390,Granville South Creative and Performing Arts High School,53 Rowley St,GUILDFORD,,,Rowley St pedestrian path,-33.8608949,150.9962856,1331502,Assisted,1177,330,4,3
2,NSW,Blaxland,107,5,Guildford West,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Blaxland,107,5,Lidcombe (Blaxland),Appointment,Lidcombe Public School,Mills St, ,,LIDCOMBE,NSW,2141,79934,Public School,Mills St,LIDCOMBE,,,,-33.8607086,151.0468666,1340210,Assisted,423,0,1,0
2,NSW,Blaxland,107,5,Lidcombe South (Blaxland),Appointment,St. Stephen's Hall,Taylor St,,,LIDCOMBE,NSW,2141,79935,St. Stephen's Hall,Taylor St,LIDCOMBE,,,Taylor St two pedestrian gates,-33.8654,151.045,1340301,Assisted,705,0,2,0
2,NSW,Blaxland,107,5,Merrylands (Blaxland),Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Blaxland,107,5,Milperra,Appointment,Milperra Public School,Pozieres Ave,,,MILPERRA,NSW,2214,174,Public School,Pozieres Ave,MILPERRA,Assembly Kall,,Entrance to grounds: Pozieres Ave.,-33.9418,150.98,1341812,Assisted,2168,197,5,2
2,NSW,Blaxland,107,5,Regents Park,Current,Regents Park Public School,cnr Auburn Rd & Bagdad St,,,REGENTS PARK,NSW,2143,2391,Public School,cnr Auburn Rd & Bagdad St,REGENTS PARK,School Hall,Bagdad St,Entrance: Bagdad St - 2 entrances,-33.885711,151.023368,1341209,Assisted,1068,146,3,2
2,NSW,Blaxland,107,5,Revesby North (Blaxland),Appointment,Revesby Public School,Victoria St,,,REVESBY,NSW,2212,79866,Public School,Victoria St,REVESBY,,,Victoria St,-33.9447,151.017,1342202,Assisted,508,0,2,0
2,NSW,Blaxland,107,5,Sefton,Current,Immaculate Heart of Mary School,30 Proctor Pde,,,SEFTON,NSW,2162,2393,Immaculate Heart of Mary School,30 Proctor Pde,SEFTON,,,Proctor Pde driveway and pedestrian path,-33.8872,151.009,1340908,Assisted,2382,121,5,2
2,NSW,Blaxland,107,5,Silverwater (Blaxland),Appointment,Auburn North Public School,100 Adderley St, ,,AUBURN,NSW,2144,2394,Auburn North Public School,100 Adderley St,AUBURN,,,,-33.841564,151.038377,1340106,Assisted,576,155,2,2
2,NSW,Blaxland,107,5,Sydney (Blaxland),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,32339,Town Hall,George St,SYDNEY,,Sydney Town Hall Square,via Town Hall Square,-33.8730501,151.2064528,1400114,Assisted,112,0,0,0
2,NSW,Blaxland,107,5,Villawood,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Blaxland,107,5,Villawood East,Current,Villawood East Public School,Lowana St,,,VILLAWOOD,NSW,2163,2396,Villawood East Public School,Lowana St,VILLAWOOD,,,Lowana St pedestrian path & driveway (both have gates),-33.8895,150.986,1341001,Assisted,1518,175,5,2
2,NSW,Blaxland,107,5,Villawood North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Blaxland,107,5,Yagoona,Current,Yagoona Senior Citizens Centre,Cooper Rd,Gazzard Park,,YAGOONA,NSW,2199,180,Senior Citizens Centre,"Gazzard Park, Cooper Rd",YAGOONA,,Hume Hwy,Cooper Rd pedestrian path and driveway Hume Hwy pedestraian path,-33.9056,151.025,1341212,Assisted,2493,180,6,2
2,NSW,Blaxland,107,5,Yagoona West,Current,Yagoona Anglican Church,213 Auburn Rd,,,YAGOONA,NSW,2199,182,Yagoona Anglican Church,213 Auburn Rd,YAGOONA,,,Entrance:Auburn Rd- steps and driveway (no gates),-33.9064,151.021,1341211,Assisted,1235,84,4,1
2,NSW,Blaxland,107,5,Yennora,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bradfield,108,6,Asquith (Bradfield),Current,Asquith Public School,Dudley St,,,ASQUITH,NSW,2077,115,Public School,Dudley St,ASQUITH,,,Dudley St - 2 entries Hazlemead Rd - 1 gate,-33.6855,151.112,1251613,Assisted,1279,181,3,2
2,NSW,Bradfield,108,6,Bowden Brae,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bradfield,108,6,Castle Cove,Appointment,Castle Cove Public School,Kendall Rd,,,CASTLE COVE,NSW,2069,2011,Public School,Kendall Rd,CASTLE COVE,,,Kendall Rd - gate - has - 11 steps Holly St - has ramp for disabled Deepwater Rd - gate,-33.7831013,151.2024443,1382507,Assisted,1309,316,3,3
2,NSW,Bradfield,108,6,Chatswood (Bradfield),Appointment,The Concourse,409 Victoria Ave,,,CHATSWOOD,NSW,2067,79987,The Concourse,409 Victoria Ave,CHATSWOOD,,,,-33.7957148,151.1836982,1382402,Assisted,1620,489,4,5
2,NSW,Bradfield,108,6,Chatswood North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bradfield,108,6,Chatswood West (Bradfield),Current,Chatswood Public School,Pacific Hwy,,,CHATSWOOD,NSW,2067,56721,Public School,Pacific Hwy,CHATSWOOD,,,1 gate and 1 driveway - Pacific Hwy (close together) 1 gate - Centennial Ave,-33.798273,151.1782533,1382209,Assisted,1125,0,3,0
2,NSW,Bradfield,108,6,Gordon,Current,St John's Anglican Church Hall,754 Pacific Hwy,,,GORDON,NSW,2072,194,St John's Anglican Church Hall,754 Pacific Hwy,GORDON,,,Pacific Highway  2 gates and driveway,-33.75679,151.15251,1371103,None,2446,208,5,2
2,NSW,Bradfield,108,6,Gordon East,Current,Gordon East Public School,Rosedale Rd,,,GORDON,NSW,2072,195,Gordon East Public School,Rosedale Rd,GORDON,,,Rosedale Rd - 1 gate & 1 driveway Cameron Rd - 1 gate & 1 driveway,-33.7459209,151.1574345,1370801,Assisted,2061,75,5,1
2,NSW,Bradfield,108,6,Gordon West,Current,Gordon West Public School,Ryde Rd,,,PYMBLE,NSW,2073,196,Gordon West Public School,Ryde Rd,WEST PYMBLE,,,Ryde Rd - 1 gate Kooyong St - 1 gates & 1 driveway Kippara St - pathway,-33.7601,151.139,1371105,Assisted,1769,89,4,1
2,NSW,Bradfield,108,6,Hornsby (Bradfield),Current,Hornsby TAFE College,205 Pacific Hwy,,,HORNSBY,NSW,2077,43833,TAFE College,205 Pacific Hwy,HORNSBY,Canteen,,Pacific Hwy - 2 paths,-33.7,151.097,1250607,Assisted,302,0,0,1
2,NSW,Bradfield,108,6,Hornsby Central (Bradfield),Current,Hornsby Girls High School,Edgeworth David Ave,,,HORNSBY,NSW,2077,127,Girls High School,Edgeworth David Ave,HORNSBY,,,Edgeworth David Ave - 1 gate & 1 d/way Thomas St - 1 driveway,-33.7064,151.102,1251517,Assisted,2413,301,5,3
2,NSW,Bradfield,108,6,Hornsby East,Current,Hornsby Youth & Family Community Centre,cnr Muriel and Burdett Sts,,,HORNSBY,NSW,2077,33771,Youth & Family Community Centre,cnr Muriel & Burdett Sts,HORNSBY,,,Muriel St - gate via ramp Burdett St - gate via ramp,-33.7031,151.10312,1251506,None,1078,170,3,2
2,NSW,Bradfield,108,6,Hornsby West (Bradfield),Appointment,Hornsby War Memorial Hall,2 High St,,,HORNSBY,NSW,2077,82528,War Memorial Hall,2 High St,HORNSBY,,,Street frontage double doors (stairs),-33.70446,151.097122,1250609,Assisted,342,0,0,1
2,NSW,Bradfield,108,6,Killara,Current,St Martin's Anglican Church Hall,9b Arnold St,,,KILLARA,NSW,2071,198,St Martin's Anglican Church Hall,9b Arnold St,KILLARA,,,1 gate and 1 driveway - Arnold St,-33.7662135,151.1645279,1371005,None,1521,61,4,1
2,NSW,Bradfield,108,6,Killara East,Current,Killara High School,Koola Ave,,,KILLARA,NSW,2071,199,High School,Koola Ave,KILLARA,,,Koola Ave - 1 gate (gate 2),-33.7560824,151.1740076,1371009,None,1773,77,4,1
2,NSW,Bradfield,108,6,Kissing Point,Current,Turramurra High School,104 Maxwell St,,,SOUTH TURRAMURRA,NSW,2074,129,Turramurra High School,104 Maxwell St,SOUTH TURRAMURRA,,,Maxwell Street Gate,-33.7565262,151.1131977,1370607,Assisted,857,42,2,1
2,NSW,Bradfield,108,6,Lindfield,Current,Korean Community Uniting Church,33 Tryon Rd,,,LINDFIELD,NSW,2070,201,Korean Community Uniting Church,33 Tryon Rd,LINDFIELD,Hall,Nelson Road,Nelson Road,-33.77448,151.17282,1371302,Assisted,1523,94,4,1
2,NSW,Bradfield,108,6,Lindfield East,Current,Lindfield East Public School,90 Tryon Rd,,,LINDFIELD,NSW,2070,202,Public School,90 Tryon Rd,EAST LINDFIELD,,,Tryon Rd - main entry only,-33.7681,151.184,1371310,Assisted,1997,79,4,1
2,NSW,Bradfield,108,6,Lindfield North,Current,Lindfield Public School,218 Pacific Hwy,,,LINDFIELD,NSW,2070,203,Public School,218 Pacific Hwy,LINDFIELD,,,1 gate  - Pacific Hwy 2 gate - Grosvenor Rd 1 gate - Gladstone Pde,-33.78106,151.16972,1371206,Assisted,2792,180,6,2
2,NSW,Bradfield,108,6,Lindfield West,Current,Beaumont Road Public School,Beaumont Rd,,,KILLARA,NSW,2071,204,Beaumont Road Public School,17 Beaumont Rd,KILLARA,Double classroom behind hall,,Beaumont Rd - 3 gates,-33.77468,151.14553,1371111,Assisted,2738,161,6,2
2,NSW,Bradfield,108,6,Normanhurst (Bradfield),Current,Normanhurst Public School,Normanhurst Rd,,,NORMANHURST,NSW,2076,133,Public School,Normanhurst Rd,NORMANHURST,,,Normanhurst Rd - Pedestrian gate and driveway,-33.7237,151.098,1251410,Assisted,1096,73,3,1
2,NSW,Bradfield,108,6,Pymble,Current,Sacred Heart Parish Hall,cnr Pacific Hwy & Bobbin Head Rd,,,PYMBLE,NSW,2073,206,Sacred Heart Parish Hall,cnr Pacific Hwy & Bobbin Head Rd,PYMBLE,,,2 gates - Bobbin Head Rd 1 gate - Richard Porter Way,-33.7395,151.137,1370807,None,1185,65,3,1
2,NSW,Bradfield,108,6,Pymble North,Current,Pymble Public School,Crown Rd,,,PYMBLE,NSW,2073,137,Public School,Crown Rd,PYMBLE,,,Main gate  - Crown Rd Side entrance Reservoir Rd Back entrance - Rushall St (steps),-33.731839,151.1411654,1370806,Assisted,2599,90,6,1
2,NSW,Bradfield,108,6,Pymble West,Current,West Pymble Public School,Apollo Ave,,,WEST PYMBLE,NSW,2073,207,Public School,Apollo Ave,WEST PYMBLE,,,1 gate Apollo Ave 1 gate Diana Ave 1 gate off lane Tristania Pl,-33.76394,151.12354,1370707,Assisted,2099,78,5,1
2,NSW,Bradfield,108,6,Roseville,Current,Roseville Uniting Church,7A Lord St,,,ROSEVILLE,NSW,2069,208,Roseville Uniting Church,7A Lord St,ROSEVILLE,,,,-33.7842,151.179311,1371405,Assisted,1591,117,4,2
2,NSW,Bradfield,108,6,Roseville Chase,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bradfield,108,6,Roseville East,Current,Roseville Public School,19a Archbold Rd,,,ROSEVILLE,NSW,2069,210,Public School,Archbold Rd,ROSEVILLE,,Duntroon Ave,2 entrances closest to hall  - Duntroon Ave 2 entrances in Archbold Rd 2 entrances in Addison Ave,-33.782,151.188,1371406,Assisted,1740,270,4,3
2,NSW,Bradfield,108,6,Roseville South,Appointment,St Barnabas' Anglican Church,cnr William & Macquarie Sts,,,ROSEVILLE,NSW,2069,2032,St Barnabas' Anglican Church Hall,cnr William & Macquarie Sts,ROSEVILLE,,,,-33.786608,151.1895499,1382404,Assisted,1209,52,3,1
2,NSW,Bradfield,108,6,Roseville South (Bradfield),Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bradfield,108,6,St Ives,Current,St Ives Community Hall,"Village Green, Memorial Ave",,,ST IVES,NSW,2075,211,Community Hall,"Village Green, Memorial Ave",ST IVES,,,"Open access to Village Green from Memorial Ave, Village Green Rd and Cowan Rd.",-33.7291,151.1604,1370308,None,1927,142,4,2
2,NSW,Bradfield,108,6,St Ives Chase,Current,St Ives North Scout Hall,161 Warrimoo Ave,,,ST IVES CHASE,NSW,2075,212,St Ives North Scout Hall,Warrimoo Ave,ST IVES CHASE,,,Warrimoo Ave Path from street Pathway from Warrimoo Oval car park,-33.7084749,151.1632003,1370203,Assisted,1038,24,3,1
2,NSW,Bradfield,108,6,St Ives North,Current,St Ives North Public School,87 Memorial Ave,,,ST IVES,NSW,2075,213,St Ives North Public School,87 Memorial Ave,ST IVES,,,Memorial Ave - Main entrance gate and dr iveway Toolang Rd - Gate,-33.7187,151.164,1370303,Assisted,2284,107,5,1
2,NSW,Bradfield,108,6,St Ives Park,Current,St Ives Park Public School,7 Acron Road,,,ST IVES,NSW,2075,188,St Ives Park Public School,7 Acron Road,ST IVES,,,Acron Rd - 2 gates & 1 driveway Woodbury Rd - 1 gates,-33.72443,151.17794,1370906,Assisted,1989,90,4,1
2,NSW,Bradfield,108,6,St Ives South,Current,St Ives High School,Yarrabung Rd,,,ST IVES,NSW,2075,214,High School,arrabung Rd,ST IVES,,,1 pedestrian gate - Yarrabung Rd,-33.7403,151.167,1370906,Assisted,2615,130,6,2
2,NSW,Bradfield,108,6,Sydney (Bradfield),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,31029,Town Hall,George St,SYDNEY,,Sydney Town Hall Square,via Town Hall Square,-33.8730501,151.2064528,1400114,Assisted,161,0,0,0
2,NSW,Bradfield,108,6,Thornleigh (Bradfield),Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bradfield,108,6,Turramurra,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bradfield,108,6,Turramurra Central,Current,Turramurra Uniting Church Hall,10 Turramurra Ave,,,TURRAMURRA,NSW,2074,140,Uniting Church Hall,Turramurra Ave,TURRAMURRA,,,Gilroy Lane - direct access from car par k to hall Main entrance  - Turramurra Ave Rear access - Gilroy St (with stairs),-33.7321594,151.1305515,1370810,Assisted,2191,115,5,2
2,NSW,Bradfield,108,6,Turramurra North,Current,Turramurra North Public School,237 Bobbin Head Rd,,,NORTH TURRAMURRA,NSW,2074,141,Public School,237 Bobbin Head Rd,NORTH TURRAMURRA,,,Bobbin Head Rd - 2 gates & 1 driveway Normurra Ave - pathway Allara Ave - pathway,-33.7147,151.147,1370104,Assisted,2720,121,6,2
2,NSW,Bradfield,108,6,Turramurra South,Current,Turramurra Public School,Kissing Point Rd,,,TURRAMURRA,NSW,2074,142,Public School,Kissing Point Rd,TURRAMURRA,,,2 gates Kissing Point Rd,-33.7446,151.113,1370506,Assisted,2812,139,6,2
2,NSW,Bradfield,108,6,Turramurra Valley,Current,Lady Davidson Hospital,434 Bobbin Head Rd,,,NORTH TURRAMURRA,NSW,2074,130,Lady Davidson Hospital,Bobbin Head Rd,NORTH TURRAMURRA,,,Main Hospital entrance Bobbin Head Rd,-33.6916382,151.151591,1370114,Full,271,53,1,1
2,NSW,Bradfield,108,6,Wahroonga,Current,Wahroonga Presbyterian Church Hall,cnr Stuart St & Illoura Ave,,,WAHROONGA,NSW,2076,143,Presbyterian Church Hall,cnr Stuart St & Illoura Ave,WAHROONGA,,,1 driveway entrance Illoura Ave,-33.716189,151.1182789,1370411,None,2528,154,6,2
2,NSW,Bradfield,108,6,Wahroonga East,Current,Wahroonga Public School,71 Burns Rd,,,WAHROONGA,NSW,2076,144,Public School,71 Burns Rd,WAHROONGA,,,Burns Rd - 2 gates Water St - pathway,-33.7155,151.128,1370404,Assisted,2816,167,6,2
2,NSW,Bradfield,108,6,Waitara,Current,Waitara Public School,68 Edgeworth David Ave,,,WAHROONGA,NSW,2076,145,Waitara Public School,68 Edgeworth David Ave,WAHROONGA,,,Edgeworth David Ave - 1 gate Myra St - 1 gate Highlands Ave - 1 driveway,-33.7081,151.111,1251502,Assisted,1717,176,4,2
2,NSW,Bradfield,108,6,Waitara North,Current,Waitara Anglican Church,34 Palmerston Rd,,,WAITARA,NSW,2077,125,Anglican Church,cnr Palmerston Rd & Burdett St,WAITARA,,,,-33.7041743,151.1111134,1251501,Assisted,668,122,2,2
2,NSW,Bradfield,108,6,Waitara South,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Bradfield,108,6,Warrawee,Current,Warrawee Public School,1482 Pacific Hwy,,,TURRAMURRA,NSW,2074,147,Public School,Pacific Hwy,WARRAWEE,,,Pacific Hwy - 1 gate & 1 driveway Blytheswood Ave - 1 driveway,-33.73,151.123,1370503,Assisted,2710,176,6,2
2,NSW,Calare,109,7,Alectown,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Barry,Current,Barry Community Hall,21 Selwyn St,,,BARRY,NSW,2799,219,Community Hall,21 Selwyn St,BARRY,,,Entrance to the polling place via Selwyn St,-33.6464839,149.2717135,1141204,Assisted,154,2,0,1
2,NSW,Calare,109,7,Bathurst,Current,Bathurst Public School,George St,,,BATHURST,NSW,2795,220,Public School,George St,BATHURST,McMullen Hall,Lambert St,Entrance to school grounds via disabled access entrance in Lambert St Entrance to polling place is along pathway from disabled entrance in Lambert St that leads directly to McMullen Hall,-33.4217,149.571,1141806,Assisted,1393,208,3,2
2,NSW,Calare,109,7,Bathurst Central,Current,Catholic Cathedral Parish Centre,Keppel St,,,BATHURST,NSW,2795,221,Catholic Cathedral Parish Centre,Keppel St,BATHURST,Chapel Room,,3 entrances to grounds via Keppel St which includes the carpark entrance Entrance to polling place via doorway to cathedral centre,-33.42,149.577,1141805,Assisted,1115,146,3,2
2,NSW,Calare,109,7,Bathurst City,Current,St Stephen's Presbyterian Church Hall,236 Howick St,,,BATHURST,NSW,2795,31071,St Stephen's Presbyterian Church Hall,236 Howick St,BATHURST,,,Entrance to the polling place via Howick St,-33.4163,149.58,1141804,None,1283,145,3,2
2,NSW,Calare,109,7,Bathurst High,Current,Bathurst High School,Hope St,,,BATHURST,NSW,2795,223,High School,Hope St,BATHURST,,Piper St,Entrance to polling place via disabled entrance and steps in Piper St,-33.4129,149.569,1141810,Assisted,738,38,2,1
2,NSW,Calare,109,7,Bathurst Hospital,Current,Daffodil Cottage,cnr Howick St & Commonwealth Sts,,,BATHURST,NSW,2795,224,Daffodil Cottage,cnr Howick St & Commonwealth Sts,BATHURST,,,Entrance to polling place via Howick St The building is located on the corner of Howick and Commonwealth Sts,-33.406,149.571,1141812,Assisted,773,43,2,1
2,NSW,Calare,109,7,Bathurst South,Current,Bathurst South Public School,Havannah St,,,BATHURST,NSW,2795,225,Bathurst South Public School,Havannah St,BATHURST,,,2 entrances to school grounds via Havannah St - one pedestrian and the other vehicle and pedestrian Entrance to polling place via main doors to hall,-33.4337,149.569,1141808,Assisted,1024,105,3,1
2,NSW,Calare,109,7,Bathurst West,Current,Bathurst West Public School,Suttor St,,,WEST BATHURST,NSW,2795,227,Bathurst West Public School,Suttor St,BATHURST,,,3 entrances to polling place via Suttor St,-33.4118,149.559,1141902,Assisted,1734,131,4,2
2,NSW,Calare,109,7,Bedgerabong,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Black Springs,Current,Black Springs Public School,4 Avoca St,,,BLACK SPRINGS,NSW,2787,1750,Public School,4 Avoca St,BLACK SPRINGS,,Vulcan St,Entrance to polling place via Vulcan St,-33.8463,149.742,1142006,None,208,9,0,1
2,NSW,Calare,109,7,Blayney,Current,Blayney Public School,Lindsay St,,,BLAYNEY,NSW,2799,228,Public School,Lindsay St,BLAYNEY,,,2 entrances to school grounds which includes the main entrance in Lindsay St + entrance via Church St Entrance to the polling place via main doors to hall,-33.529,149.252,1141107,Assisted,1809,102,4,1
2,NSW,Calare,109,7,Bletchington,Current,Bletchington Public School,Matthews Ave,,,ORANGE,NSW,2800,229,Bletchington Public School,Matthews Ave,ORANGE,Communal Hall,,Entrance to school grounds via staff car park Entrance to polling place via main doors to hall,-33.2693,149.103,1140802,Assisted,2522,126,6,2
2,NSW,Calare,109,7,Bogan Gate,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Borenore,Current,Borenore Public School,The Escort Way,,,BORENORE,NSW,2800,2157,Public School,The Escort Way,BORENORE,,,Entrance to the polling place via The Escort Way,-33.251,148.984,1140302,None,310,28,0,1
2,NSW,Calare,109,7,Bowen,Current,Bowen Public School,Park St,,,ORANGE,NSW,2800,231,Bowen Public School,Park St,ORANGE,,,Entrance to polling place via Park St,-33.2802,149.118,1140814,Assisted,1828,82,4,1
2,NSW,Calare,109,7,Bowenfels South,Current,Presbyterian Church Hall,Great Western Hwy,,,SOUTH BOWENFELS,NSW,2790,232,Presbyterian Church Hall,Great Western Hwy,LITHGOW,,,Entrance to grounds via Great Western Hwy (12 Mudgee St) Entrance to the polling place via main doors of the hall - the hall is located behind the church,-33.5152,150.120477,1142312,Assisted,225,7,0,1
2,NSW,Calare,109,7,Burraga,Current,Burraga Hall,cnr Lloyd St & Edgar Hanrahan Dr,,,BURRAGA,NSW,2795,1753,Hall,cnr Lloyd St & Edgar Hanrahan Dr,BURRAGA,,,Entrance to the polling place via corner of Lloyd St an Edgar Hanrahan Dr,-33.9482366,149.5295923,1141304,None,56,7,0,1
2,NSW,Calare,109,7,Calare School,Current,Calare Public School,Wentworth Lane,,,ORANGE,NSW,2800,235,Calare Public School,Wentworth Lane,ORANGE,,Frost St,Entrance to school grounds via Frost St- all other gates will be locked Entrance to polling place via side entrance to gymnasium,-33.2872,149.08,1141007,Assisted,1427,77,3,1
2,NSW,Calare,109,7,Canobolas,Current,Canobolas Public School,386 Canobolas Rd,,,CANOBOLAS,NSW,2800,236,Public School,386 Canobolas Rd,CANOBOLAS,,,Entrance to polling place via Canobolas Rd,-33.3062,149.047,1140604,None,200,14,0,1
2,NSW,Calare,109,7,Canowindra,Current,Canowindra High School,Browns Ave,,,CANOWINDRA,NSW,2804,2161,High School,Browns Ave,CANOWINDRA,Jack Sherwin Memorial Hall,,3 entrances to school grounds - 2 entrances in bus bay which includes the main entrance + 1 entrance from Browns Ave Entrance to polling place via main doors to Jack Sherwin Memorial Hall,-33.5577156,148.6706656,1140210,None,1141,122,3,2
2,NSW,Calare,109,7,Capertee,Current,Capertee Progress Hall,18 Castlereagh Hwy,,,CAPERTEE,NSW,2846,237,Progress Hall,18 Castlereagh Hwy,CAPERTEE,,,Entrance to polling place via Castlereagh Hwy,-33.1465683,149.9867103,1142207,Assisted,88,51,0,1
2,NSW,Calare,109,7,Carcoar,Current,Carcoar Public School,Icely St,,,CARCOAR,NSW,2791,238,Public School,Icely St,CARCOAR,,,2 entrances via Icely St which includes the main entrance + double gates entrance onto grassed area,-33.6123,149.142,1141207,None,206,16,0,1
2,NSW,Calare,109,7,Cargo,Current,Cargo Public School,Hutton St,,,CARGO,NSW,2800,2162,Public School,Hutton St,CARGO,,,2 entrances to the school grounds via Hutton St - carpark entrance and disabled entrance Entrance to polling place via disabled access entrance to library,-33.4277553,148.8078627,1140306,Assisted,257,10,0,1
2,NSW,Calare,109,7,Cooerwull,Current,Cooerwull Public School,319 Main St,,,LITHGOW,NSW,2790,241,Cooerwull Public School,319 Main St,LITHGOW,,,2 entrances to school grounds via Main St Entrance to polling place via main door to hall,-33.4839494,150.141751,1142307,Assisted,1519,129,4,2
2,NSW,Calare,109,7,Cudal,Current,Cudal Public School,Toogong St,,,CUDAL,NSW,2864,2170,Public School,Toogong St,CUDAL,,,Entrance to polling place via Toogong St,-33.2873619,148.7403241,1140202,Assisted,360,21,0,1
2,NSW,Calare,109,7,Cullen Bullen,Current,Cullen Bullen Progress Hall,37-39 Castlereagh Hwy,,,CULLEN BULLEN,NSW,2790,242,Progress Hall,37-39 Castlereagh Hwy,CULLEN BULLEN,,,Entrance to polling place via Castlereagh Hwy,-33.2995,150.033,1142204,Assisted,167,20,0,1
2,NSW,Calare,109,7,Cumnock,Current,Cumnock Community Centre,McLaughlan St,,,CUMNOCK,NSW,2867,2171,Community Centre,McLaughlan St,CUMNOCK,,,Entrance to polling place via McLaughlin St,-32.92905,148.748647,1140105,Assisted,256,21,0,1
2,NSW,Calare,109,7,Eglinton,Current,Eglinton Public School,29 Alexander St,,,EGLINTON,NSW,2795,244,Public School,29 Alexander St,EGLINTON,,,2 entrances to school grounds via Alexander St Entrance to polling place via main door to hall,-33.3778328,149.5401417,1141612,Assisted,1506,68,4,1
2,NSW,Calare,109,7,Eugowra,Current,Eugowra Public School,Hill St,,,EUGOWRA,NSW,2806,2183,Public School,Hill St,EUGOWRA,,,Entrance to school grounds via Hill St Entrance to polling place via main door to hall,-33.4237,148.369,1140207,Assisted,449,81,0,1
2,NSW,Calare,109,7,Forbes,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Forbes Hospital,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Forbes North,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Forbes South,Abolition,,,,,,,,0,,,,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Geurie,Appointment,Geurie Public School,58-64 Narragal St,,,GEURIE,NSW,2831,2191,Public School,58-64 Narragal St,GEURIE,,,Narragal St - Pedestrian Gate Narragal St - Vehicle/Pedestrian Gate,-32.3961,148.829,1032205,None,465,57,0,1
2,NSW,Calare,109,7,Glen Alice,Current,Glen Alice Public School,Beaumont St,,,GLEN ALICE,NSW,2849,249,Public School,Beaumont St,GLEN ALICE,,,Entrance to polling place via Beaumont St,-33.0426996,150.2143916,1142505,None,93,9,0,1
2,NSW,Calare,109,7,Glenroi,Current,Glenroi Primary School,Maxwell Ave,,,ORANGE,NSW,2800,250,Glenroi Primary School,Maxwell Ave,ORANGE,,,Entrance to school grounds via Maxwell Ave Entrance to polling place via main doors to hall,-33.2972043,149.1117993,1140904,Assisted,1230,64,3,1
2,NSW,Calare,109,7,Gulgong,Appointment,Gulgong Memorial Hall,109 Herbert St,,,GULGONG,NSW,2852,252,Memorial Hall,109 Herbert St,GULGONG,,,Herbert Street - Vehicle entrance,-32.3616,149.534,1032805,Assisted,1726,140,4,2
